base_controller.py              connect line:172 walltime:396ms     INFO Connected to server: localhost:64444
prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:29512ms  WARNING Speed limit violation: v_status {
  vID: 24
  nose_locID: 546
  nose_pos: 4.0
  tail_locID: 546
  tail_pos: 9.09494701773e-13
  vel: 20.0
  accel: 0.0
  lvID: 25
  lv_distance: 32.1903190613
}
time: 153.065568254
speed_limit: 15.0

prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:29581ms  WARNING Speed limit violation: v_status {
  vID: 24
  nose_locID: 547
  nose_pos: -2.50111042988e-11
  tail_locID: 546
  tail_pos: 2.35100007057
  vel: 20.0
  accel: 0.0
  lvID: 25
  lv_distance: 30.5192527771
}
time: 153.183118254
speed_limit: 15.0

prt_controller.py       update_vehicle line:1446 walltime:29637ms  WARNING t:153.915 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.356 desired separation: 19.995
prt_controller.py       update_vehicle line:1446 walltime:29646ms  WARNING t:154.107 Vehicle 25 is following too close to vehicle 26. lv_dist: 2.180 desired separation: 2.400
prt_controller.py       update_vehicle line:1446 walltime:29647ms  WARNING t:154.115 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.357 desired separation: 19.995
prt_controller.py       update_vehicle line:1446 walltime:29652ms  WARNING t:154.134 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.357 desired separation: 19.995
prt_controller.py       update_vehicle line:1446 walltime:29653ms  WARNING t:154.137 Vehicle 54 is following too close to vehicle 55. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:29667ms  WARNING t:154.334 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.358 desired separation: 19.995
prt_controller.py       update_vehicle line:1446 walltime:29669ms  WARNING t:154.337 Vehicle 54 is following too close to vehicle 55. lv_dist: 16.000 desired separation: 20.000
prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:29685ms  WARNING Speed limit violation: v_status {
  vID: 52
  nose_locID: 461
  nose_pos: 9.09494701773e-13
  tail_locID: 68
  tail_pos: 70.0289993286
  vel: 20.0
  accel: 0.0
  lvID: 53
  lv_distance: 64.4566192627
}
time: 154.571868254
speed_limit: 15.0

prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:29700ms  WARNING Speed limit violation: v_status {
  vID: 52
  nose_locID: 461
  nose_pos: 4.0
  tail_locID: 461
  tail_pos: 4.54747350886e-13
  vel: 20.0
  accel: 0.0
  lvID: 53
  lv_distance: 60.9366188049
}
time: 154.771868254
speed_limit: 15.0

prt_controller.py       update_vehicle line:1446 walltime:29702ms  WARNING t:154.775 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.360 desired separation: 19.995
prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:29712ms  WARNING Speed limit violation: v_status {
  vID: 42
  nose_locID: 770
  nose_pos: 9.09494701773e-13
  tail_locID: 761
  tail_pos: 8.53999996185
  vel: 20.0
  accel: 0.0
  lvID: 54
  lv_distance: 471.70300293
}
time: 154.814468254
speed_limit: 15.0

prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:29759ms  WARNING Speed limit violation: v_status {
  vID: 52
  nose_locID: 462
  nose_pos: -1.23691279441e-10
  tail_locID: 461
  tail_pos: 2.35100007057
  vel: 20.0
  accel: 0.0
  lvID: 53
  lv_distance: 58.8677406311
}
time: 154.889418254
speed_limit: 15.0

prt_controller.py       update_vehicle line:1446 walltime:29781ms  WARNING t:154.975 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.361 desired separation: 19.995
prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:29790ms  WARNING Speed limit violation: v_status {
  vID: 42
  nose_locID: 770
  nose_pos: 4.0
  tail_locID: 770
  tail_pos: 4.54747350886e-13
  vel: 20.0
  accel: 0.0
  lvID: 54
  lv_distance: 471.70300293
}
time: 155.014468254
speed_limit: 15.0

prt_controller.py       update_vehicle line:1446 walltime:29799ms  WARNING t:155.099 Vehicle 54 is following too close to vehicle 55. lv_dist: 16.000 desired separation: 20.000
prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:29812ms  WARNING Speed limit violation: v_status {
  vID: 42
  nose_locID: 771
  nose_pos: 2.95585778076e-11
  tail_locID: 770
  tail_pos: 2.35100007057
  vel: 20.0
  accel: 0.0
  lvID: 54
  lv_distance: 471.70300293
}
time: 155.132018254
speed_limit: 15.0

prt_controller.py       update_vehicle line:1446 walltime:29879ms  WARNING t:155.299 Vehicle 54 is following too close to vehicle 55. lv_dist: 16.000 desired separation: 20.000
prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:29883ms  WARNING Speed limit violation: v_status {
  vID: 27
  nose_locID: 541
  nose_pos: 13.0710201263
  tail_locID: 541
  tail_pos: 9.07102012634
  vel: 15.0001001358
  accel: 8.36651706696
  passengerIDs: 3
  lvID: 30
  lv_distance: 27.4610118866
}
time: 155.312719851
speed_limit: 15.0

prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:29884ms  WARNING Speed limit violation: v_status {
  vID: 34
  nose_locID: 520
  nose_pos: 13.0640201569
  tail_locID: 520
  tail_pos: 9.06402015686
  vel: 15.0001001358
  accel: 8.36651706696
  passengerIDs: 27
}
time: 155.312719851
speed_limit: 15.0

prt_controller.py       update_vehicle line:1446 walltime:29907ms  WARNING t:155.774 Vehicle 25 is following too close to vehicle 26. lv_dist: 2.180 desired separation: 2.400
prt_controller.py       update_vehicle line:1446 walltime:29969ms  WARNING t:156.042 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.366 desired separation: 19.995
prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:29982ms  WARNING Speed limit violation: v_status {
  vID: 27
  nose_locID: 542
  nose_pos: -1.29648469738e-09
  tail_locID: 541
  tail_pos: 23.2950000763
  vel: 19.4735832214
  accel: 2.71474599838
  passengerIDs: 3
  lvID: 30
  lv_distance: 29.3849487305
}
time: 156.120115659
speed_limit: 15.0

prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:29986ms  WARNING Speed limit violation: v_status {
  vID: 34
  nose_locID: 521
  nose_pos: -6.96445567883e-10
  tail_locID: 520
  tail_pos: 23.2980003357
  vel: 19.4749755859
  accel: 2.71115159988
  passengerIDs: 27
}
time: 156.120629137
speed_limit: 15.0

prt_controller.py       update_vehicle line:1446 walltime:29990ms  WARNING t:156.242 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.367 desired separation: 19.995
prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:30001ms  WARNING Speed limit violation: v_status {
  vID: 51
  nose_locID: 461
  nose_pos: 4.54747350886e-13
  tail_locID: 68
  tail_pos: 70.0289993286
  vel: 20.0
  accel: 0.0
  lvID: 52
  lv_distance: 28.4311218262
}
time: 156.349368254
speed_limit: 15.0

prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:30010ms  WARNING Speed limit violation: v_status {
  vID: 27
  nose_locID: 543
  nose_pos: -4.48835635325e-10
  tail_locID: 542
  tail_pos: 2.35100007057
  vel: 19.9843425751
  accel: 0.468199968338
  passengerIDs: 3
  lvID: 30
  lv_distance: 29.4526500702
}
time: 156.441050799
speed_limit: 15.0

prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:30014ms  WARNING Speed limit violation: v_status {
  vID: 34
  nose_locID: 522
  nose_pos: -1.13618625619e-09
  tail_locID: 521
  tail_pos: 2.35100007057
  vel: 19.9845752716
  accel: 0.464697360992
  passengerIDs: 27
}
time: 156.441551169
speed_limit: 15.0

prt_controller.py       update_vehicle line:1446 walltime:30019ms  WARNING t:156.492 Vehicle 24 is following too close to vehicle 25. lv_dist: 1.724 desired separation: 2.400
prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:30035ms  WARNING Speed limit violation: v_status {
  vID: 51
  nose_locID: 461
  nose_pos: 4.0
  tail_locID: 461
  tail_pos: 4.54747350886e-13
  vel: 20.0
  accel: 0.0
  lvID: 52
  lv_distance: 26.9097537994
}
time: 156.549368254
speed_limit: 15.0

prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:30049ms  WARNING Speed limit violation: v_status {
  vID: 51
  nose_locID: 462
  nose_pos: 3.50155460183e-11
  tail_locID: 461
  tail_pos: 2.35100007057
  vel: 20.0
  accel: 0.0
  lvID: 52
  lv_distance: 25.8475952148
}
time: 156.666918254
speed_limit: 15.0

prt_controller.py       update_vehicle line:1446 walltime:30098ms  WARNING t:157.509 Vehicle 54 is following too close to vehicle 55. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30113ms  WARNING t:157.709 Vehicle 54 is following too close to vehicle 55. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30155ms  WARNING t:157.854 Vehicle 54 is following too close to vehicle 55. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30185ms  WARNING t:158.054 Vehicle 54 is following too close to vehicle 55. lv_dist: 16.000 desired separation: 20.000
prt_controller.py            heartbeat line:106 walltime:30186ms    DEBUG t:158.100 Station 0 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30186ms    DEBUG t:158.100 Station 1 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30186ms    DEBUG t:158.100 Station 2 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30186ms    DEBUG t:158.100 Station 3 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30186ms    DEBUG t:158.100 Station 4 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30186ms    DEBUG t:158.100 Station 5 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30187ms    DEBUG t:158.100 Station 6 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30187ms    DEBUG t:158.100 Station 7 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30187ms    DEBUG t:158.100 Station 8 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30187ms    DEBUG t:158.100 Station 9 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30187ms    DEBUG t:158.100 Station 10 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30187ms    DEBUG t:158.100 Station 11 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30187ms    DEBUG t:158.100 Station 12 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30187ms    DEBUG t:158.100 Station 13 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30187ms    DEBUG t:158.100 Station 14 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30188ms    DEBUG t:158.100 Station 15 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30188ms    DEBUG t:158.100 Station 16 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30188ms    DEBUG t:158.100 Station 17 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30188ms    DEBUG t:158.100 Station 18 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30188ms    DEBUG t:158.100 Station 19 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30188ms    DEBUG t:158.100 Station 20 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30188ms    DEBUG t:158.100 Station 21 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30188ms    DEBUG t:158.100 Station 22 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30189ms    DEBUG t:158.100 Station 23 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30189ms    DEBUG t:158.100 Station 24 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30189ms    DEBUG t:158.100 Station 25 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30190ms    DEBUG t:158.100 Station 26 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30190ms    DEBUG t:158.100 Station 27 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30190ms    DEBUG t:158.100 Station 28 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30190ms    DEBUG t:158.100 Station 31 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30190ms    DEBUG t:158.100 Station 32 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30190ms    DEBUG t:158.100 Station 33 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30190ms    DEBUG t:158.100 Station 35 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30190ms    DEBUG t:158.100 Station 36 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30190ms    DEBUG t:158.100 Station 37 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30191ms    DEBUG t:158.100 Station 38 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30191ms    DEBUG t:158.100 Station 39 heartbeat.
prt_controller.py       update_vehicle line:1446 walltime:30200ms  WARNING t:158.100 Vehicle 51 is following too close to vehicle 52. lv_dist: 7.773 desired separation: 13.535
prt_controller.py       update_vehicle line:1446 walltime:30210ms  WARNING t:158.100 Vehicle 25 is following too close to vehicle 26. lv_dist: 2.180 desired separation: 2.400
prt_controller.py       update_vehicle line:1446 walltime:30211ms  WARNING t:158.100 Vehicle 24 is following too close to vehicle 25. lv_dist: 1.724 desired separation: 2.400
prt_controller.py       update_vehicle line:1446 walltime:30273ms  WARNING t:158.159 Vehicle 24 is following too close to vehicle 25. lv_dist: 1.724 desired separation: 2.400
prt_controller.py       update_vehicle line:1446 walltime:30397ms  WARNING t:159.860 Vehicle 15 is following too close to vehicle 14. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30399ms  WARNING t:159.860 Vehicle 16 is following too close to vehicle 15. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30399ms  WARNING t:159.860 Vehicle 17 is following too close to vehicle 16. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30425ms  WARNING t:159.905 Vehicle 54 is following too close to vehicle 55. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30460ms  WARNING t:159.974 Vehicle 31 is following too close to vehicle 22. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30469ms  WARNING t:159.980 Vehicle 51 is following too close to vehicle 52. lv_dist: 0.266 desired separation: 2.400
prt_controller.py       update_vehicle line:1446 walltime:30487ms  WARNING t:159.981 Vehicle 15 is following too close to vehicle 14. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30494ms  WARNING t:159.981 Vehicle 16 is following too close to vehicle 15. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30502ms  WARNING t:159.981 Vehicle 17 is following too close to vehicle 16. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30557ms  WARNING t:160.060 Vehicle 15 is following too close to vehicle 14. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30558ms  WARNING t:160.060 Vehicle 16 is following too close to vehicle 15. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30558ms  WARNING t:160.060 Vehicle 17 is following too close to vehicle 16. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30573ms  WARNING t:160.105 Vehicle 54 is following too close to vehicle 55. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30582ms  WARNING t:160.174 Vehicle 31 is following too close to vehicle 22. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30587ms  WARNING t:160.181 Vehicle 15 is following too close to vehicle 14. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30587ms  WARNING t:160.181 Vehicle 16 is following too close to vehicle 15. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30588ms  WARNING t:160.181 Vehicle 17 is following too close to vehicle 16. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:30589ms  WARNING t:160.192 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.387 desired separation: 19.995
prt_controller.py       update_vehicle line:1446 walltime:30615ms  WARNING t:160.392 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.388 desired separation: 19.995
prt_controller.py       update_vehicle line:1446 walltime:30694ms  WARNING t:160.936 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.391 desired separation: 19.995
prt_controller.py       update_vehicle line:1446 walltime:30715ms  WARNING t:161.136 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.392 desired separation: 19.995
prt_controller.py       update_vehicle line:1446 walltime:30779ms  WARNING t:161.607 Vehicle 25 is following too close to vehicle 26. lv_dist: 2.180 desired separation: 2.400
prt_controller.py       update_vehicle line:1446 walltime:30786ms  WARNING t:161.647 Vehicle 51 is following too close to vehicle 52. lv_dist: 0.266 desired separation: 2.400
prt_controller.py       update_vehicle line:1446 walltime:30822ms  WARNING t:162.021 Vehicle 25 is following too close to vehicle 26. lv_dist: 2.180 desired separation: 2.400
prt_controller.py            heartbeat line:106 walltime:30984ms    DEBUG t:163.200 Station 0 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30985ms    DEBUG t:163.200 Station 1 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30985ms    DEBUG t:163.200 Station 2 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30985ms    DEBUG t:163.200 Station 3 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30985ms    DEBUG t:163.200 Station 4 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30985ms    DEBUG t:163.200 Station 5 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30985ms    DEBUG t:163.200 Station 6 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30985ms    DEBUG t:163.200 Station 7 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30985ms    DEBUG t:163.200 Station 8 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30986ms    DEBUG t:163.200 Station 9 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30986ms    DEBUG t:163.200 Station 10 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30986ms    DEBUG t:163.200 Station 11 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30986ms    DEBUG t:163.200 Station 12 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30986ms    DEBUG t:163.200 Station 13 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30986ms    DEBUG t:163.200 Station 14 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30986ms    DEBUG t:163.200 Station 15 heartbeat.
prt_controller.py               embark line:1619 walltime:30987ms     INFO t:163.200 Start Embark: Vehicle 53, pos 17.90 at station 15, plat 2, berth 3 is starting embark of (1L,). Overflow: ()
prt_controller.py            heartbeat line:106 walltime:30987ms    DEBUG t:163.200 Station 16 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30987ms    DEBUG t:163.200 Station 17 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30987ms    DEBUG t:163.200 Station 18 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30987ms    DEBUG t:163.200 Station 19 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30987ms    DEBUG t:163.200 Station 20 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30987ms    DEBUG t:163.200 Station 21 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30988ms    DEBUG t:163.200 Station 22 heartbeat.
prt_controller.py               embark line:1619 walltime:30988ms     INFO t:163.200 Start Embark: Vehicle 13, pos 17.90 at station 22, plat 2, berth 3 is starting embark of (28L,). Overflow: ()
prt_controller.py            heartbeat line:106 walltime:30988ms    DEBUG t:163.200 Station 23 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30988ms    DEBUG t:163.200 Station 24 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30989ms    DEBUG t:163.200 Station 25 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30989ms    DEBUG t:163.200 Station 26 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30989ms    DEBUG t:163.200 Station 27 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30989ms    DEBUG t:163.200 Station 28 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30989ms    DEBUG t:163.200 Station 31 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30989ms    DEBUG t:163.200 Station 32 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30989ms    DEBUG t:163.200 Station 33 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30990ms    DEBUG t:163.200 Station 35 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30990ms    DEBUG t:163.200 Station 36 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30990ms    DEBUG t:163.200 Station 37 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30990ms    DEBUG t:163.200 Station 38 heartbeat.
prt_controller.py            heartbeat line:106 walltime:30990ms    DEBUG t:163.200 Station 39 heartbeat.
prt_controller.py       update_vehicle line:1446 walltime:31012ms  WARNING t:163.200 Vehicle 51 is following too close to vehicle 52. lv_dist: 0.266 desired separation: 2.400
prt_controller.py       update_vehicle line:1446 walltime:31016ms  WARNING t:163.200 Vehicle 25 is following too close to vehicle 26. lv_dist: 2.180 desired separation: 2.400
prt_controller.py       update_vehicle line:1446 walltime:31016ms  WARNING t:163.200 Vehicle 24 is following too close to vehicle 25. lv_dist: 1.724 desired separation: 2.400
prt_controller.py       update_vehicle line:1446 walltime:31021ms  WARNING t:163.274 Vehicle 25 is following too close to vehicle 26. lv_dist: 2.180 desired separation: 2.400
prt_controller.py       update_vehicle line:1446 walltime:31041ms  WARNING t:163.687 Vehicle 25 is following too close to vehicle 26. lv_dist: 2.180 desired separation: 2.400
prt_controller.py       update_vehicle line:1446 walltime:31056ms  WARNING t:163.992 Vehicle 24 is following too close to vehicle 25. lv_dist: 1.724 desired separation: 2.400
prt_controller.py       update_vehicle line:1446 walltime:31077ms  WARNING t:164.406 Vehicle 24 is following too close to vehicle 25. lv_dist: 1.724 desired separation: 2.400
prt_controller.py       update_vehicle line:1446 walltime:31275ms  WARNING t:165.567 Vehicle 54 is following too close to vehicle 55. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:31276ms  WARNING t:165.579 Vehicle 54 is following too close to vehicle 55. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:31279ms  WARNING t:165.659 Vehicle 24 is following too close to vehicle 25. lv_dist: 1.724 desired separation: 2.400
prt_controller.py       update_vehicle line:1446 walltime:31289ms  WARNING t:165.767 Vehicle 54 is following too close to vehicle 55. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:31290ms  WARNING t:165.779 Vehicle 54 is following too close to vehicle 55. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:31308ms  WARNING t:166.003 Vehicle 31 is following too close to vehicle 22. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:31378ms  WARNING t:166.073 Vehicle 24 is following too close to vehicle 25. lv_dist: 1.724 desired separation: 2.400
prt_controller.py       update_vehicle line:1446 walltime:31390ms  WARNING t:166.203 Vehicle 31 is following too close to vehicle 22. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:31393ms  WARNING t:166.240 Vehicle 54 is following too close to vehicle 55. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:31473ms  WARNING t:166.440 Vehicle 54 is following too close to vehicle 55. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:31517ms  WARNING t:167.172 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.422 desired separation: 19.995
prt_controller.py       update_vehicle line:1446 walltime:31528ms  WARNING t:167.372 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.423 desired separation: 19.995
prt_controller.py       update_vehicle line:1446 walltime:31533ms  WARNING t:167.482 Vehicle 51 is following too close to vehicle 52. lv_dist: 0.266 desired separation: 2.400
prt_controller.py       update_vehicle line:1446 walltime:31536ms  WARNING t:167.499 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.424 desired separation: 19.995
prt_controller.py       update_vehicle line:1446 walltime:31553ms  WARNING t:167.699 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.425 desired separation: 19.995
prt_controller.py       update_vehicle line:1446 walltime:31575ms  WARNING t:167.899 Vehicle 51 is following too close to vehicle 52. lv_dist: 0.266 desired separation: 2.400
prt_controller.py on_SIM_COMPLETE_PASSENGERS_EMBARK line:429 walltime:31581ms     INFO t:168.000 Vehicle 2 at station 9, berth 3, plat 2 has completed embark of [32L]
prt_controller.py            heartbeat line:106 walltime:31599ms    DEBUG t:168.300 Station 0 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31599ms    DEBUG t:168.300 Station 1 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31599ms    DEBUG t:168.300 Station 2 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31599ms    DEBUG t:168.300 Station 3 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31600ms    DEBUG t:168.300 Station 4 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31600ms    DEBUG t:168.300 Station 5 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31600ms    DEBUG t:168.300 Station 6 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31600ms    DEBUG t:168.300 Station 7 heartbeat.
prt_controller.py               embark line:1619 walltime:31600ms     INFO t:168.300 Start Embark: Vehicle 36, pos 17.90 at station 7, plat 2, berth 3 is starting embark of (57L,). Overflow: ()
prt_controller.py            heartbeat line:106 walltime:31600ms    DEBUG t:168.300 Station 8 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31601ms    DEBUG t:168.300 Station 9 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31601ms    DEBUG t:168.300 Station 10 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31601ms    DEBUG t:168.300 Station 11 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31601ms    DEBUG t:168.300 Station 12 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31601ms    DEBUG t:168.300 Station 13 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31601ms    DEBUG t:168.300 Station 14 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31601ms    DEBUG t:168.300 Station 15 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31601ms    DEBUG t:168.300 Station 16 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31602ms    DEBUG t:168.300 Station 17 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31602ms    DEBUG t:168.300 Station 18 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31602ms    DEBUG t:168.300 Station 19 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31602ms    DEBUG t:168.300 Station 20 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31602ms    DEBUG t:168.300 Station 21 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31602ms    DEBUG t:168.300 Station 22 heartbeat.
prt_controller.py            heartbeat line:106 walltime:31602ms    DEBUG t:168.300 Station 23 heartbeat.
